full_text;sentimen;
@kacangbolong RUU Perampasan aset diem aja asu Takut dapur gak ngebul ya..;negatif;
@secr3thm4nz56 Luar biasa @PDI_Perjuangan mo perang abis2an sampe mencret Tpi gak sadar klo yg di lawan rakyat beneran yg bukan di bawa2 Ats nama rakyat. RUU Perampasan aset mandek gak di urusin Mlah urusin yg Laen. Dasar partai licik...;negatif;
Kalau sudah khataman Alquran tolong dong khatamkan juga RUU perampasan aset koruptor biar berlipat ganda pahalanya. #TolakRUUPolri #AdiliDanVonisMatiJokowi @puanmaharani_ri;negatif;
@ch_chotimah2 Coba tolong tanya ke anggota legislatif PDIP kapan RUU Perampasan Aset disahkan. PDIP kan juara pileg. Masak gak punya inisiatif di parlemen. Kerjanya jgn ngurusi Jokowi mulu.;negatif;
@puanmaharani_ri Kalau sudah khatam al'quran boleh dong khatamkan juga RUU perampasan aset koruptor jangan di tunda lagi ntar kwalat baru tahu rasa;negatif;
@BennyHarmanID Ruu perampasan aset koruptor kapan disyahkan menjadi uu ? Rakyat monitor.;negatif;
updte. org yg kmrn dm gw bilang knp gw nyalahin presiden skrng bikin sg yg nomor 2 WKKWKWK tolol perampasan aset ditanyain demonya pdhl selalu ada di tuntutan demo KNP SKRNG LEBIH GENTING RUU TNI? KARENA UDH JELAS DI DEPAN MATA PENYELEWENGANNYA SAMPE SAH PULA?? apaansi typical;negatif;
@mulzamaludin Udah dari jaman baheulak soal korupsi solusinya cum RUU Perampasan Aset Koruptor tapi mana suara mahasiswa malah demo UU TNI yg ga merugikan masyarakat...terlalu banyak bukti bahwa Deko itu bukan murni mahasiswa tapi ditunggangi kepentingan;negatif;
Saya paling setuju ini bereskan Pak @prabowo kan koalisi gemuk tuh masakan RUU perampasan aset gak dibereskan. Untuk RUU TNI selama tidak mengembalikan dwifungsi saya no problem;positif;
@ISMAILBOJE @Simemaki @democrazymedia Betoel coba demo RUU PERAMPASAN ASET KORUPTOR BERANI GAK?? KLU BERANI ITU BARU MAHASISWA CERDAS;negatif;
@Simemaki SAHKAN SEGERA RUU PERAMPASAN ASET KORUPTOR DAN MISKINKAN🇮🇩🇮🇩;positif;
@hansssolo Mau Kejar Koruptor Sampai Ke Antartika bentuknya seperti apa? ....jangan cuma retorika saja tindakannya mana Kalo mau serius Presiden buat Perpu Tentang Mengembalikan UU KPK yang lama dan Mempercepat UU Perampasan Aset dan RUU Pembatasan Transa;negatif;
@Siswotomo187571 Bukannya bikin RUU perampasan aset koruptor malah perampasan aset rakyat ;negatif;
@hansssolo Ngapain para-para anggota-anggota DPR takut membahas &amp;;
Kunci kenyataan bahwa berbagai macam jenis permasalahan si Indonesia misal UU TNI RUU Kepolisian dan RUU kejaksaan serta RUU Perampasan Aset adalah kesalahan memilih pemimpin.;negatif;
@Bank_Joee_ tapi si legislatif DPR ini ga mau sejalan. knp? karena mrk sendiri yg paling banyak korupnya. UU perampasan aset yg ngajuin presiden tapi mrk gamau ngesahin tp RUU TNI disahin diem2 dihotel selama kurang dari 1 hari aja. karena apa?;negatif;
@DoankWarto Selalu rakyat yg di jadikan obyek pemasukan kas negara padahal rakyat sdh terseok2 memenuhi kebutuhan hidupnya mengapa harta koruptor dalam hitungan T yg mengambil jatah bagi kesejahteraan rakyat tidak di galakkan untuk menambah kas negara dis;;
@secr3thm4nz56 Sdh2 lah. Esensinya hampir gk berdampak apa2 bagi rakyat. Knp gk demo bgini dl utk RUU perampasan aset koruptor??? Pdhl KORUPSI dn KORUPTOR adl biang smua mslh dnegeri ini.;positif;
@krisnadjie @SiawTjiang @Bank_Joee_ ya wakil rakyat kan dpr bro gak cuman presiden lagian presiden itu pemimpin terpilih gasemua rancangan bersumber di presiden. harusnya demo bukan sekedar ke presiden lebih tajam ke dpr. kenapa? yang bisa gerakin ya dpr ;;
@hansssolo Eh @habiburokhman kamu kerja sebagai wakil rakyat emang yang gaji kamu presiden kamu aj kerja gak becus kerja cuma motor doang kalau kamu @habiburokhman punya nyali coba sahkan RUU perampasan aset para koruptor;positif;
@AndiPitopang7 Memperbaiki APBN negara: 1. Stop korupsi 2. Hukum mati koruptor 3. Perkecil celah tindakan korupsi 4. RUU Perampasan Aset 5. Mudahkan wajib pajak membayar pajak 6. Hapuskan birokrasi yang berbelit-belit 7. Pakai menteri dengan SDM yang berk;positif;
@prabowo PERAMPASAN ASET KORUPTOR lebih penting dari pada pengesahan RUU TNI Apakah para koruptor dilindungi di negeri ini? @prabowo @DPR_RI @setkabgoid @Gerindra #TolakRUUPolri #TolakRUUPolri #TolakRUUPolri #CabutRUUTNI #CabutRUUTNI #CabutRUUTNI #Suprema;positif;
@siregar_najeges Rampingkan Kabinet Sah kan RUU perampasan aset koruptor Bisa ?!;positif;
Lo kejar rampas miskinkan koruptor aja dulu dg mengesahkan RUU Perampasan Aset Koruptor! Kalau semua duit koruptor udah masuk kas negara dan ternyata msh kurang baru lo minta rakyat utk nyumbang...blok‼️;negatif;
@MurtadhaOne1 Lho baru sadar kalo sumber masalah selama ini ada di parlemen/legislatif bukan di eksekutif? Sikap DPR yg enggan mengesahkan RUU Perampasan Aset aja membuktikan hal tsb. Parlemen membodohi rakyat yg memilih dan menggajinya.;negatif;
@AndiPitopang7 Lo kejar rampas miskinkan koruptor aja dulu dg mengesahkan RUU Perampasan Aset Koruptor! Kalau semua duit koruptor udah masuk kas negara dan ternyata msh kurang baru lo minta rakyat utk nyumbang...blok‼️;negatif;
@momon_garuk44 Demo kok sekarang RUU perampasan aset koruptor ga di sahkan mana suara kalian?? Takut klo lulus kuliah ga bisa nyalon legoslatif krn ga bisa korupsi lagi?? Mahasewa ;negatif;
@ChovaMelians26 Ngomong begitu dibilang ngerti? Lagipula kenapa gak lu demo sendiri Pak Tua itu RUU Perampasan Aset. Jangan cuma duduk di kursi.;negatif;
@i5leep krn tdk ada urgensi dan tidak ada kepentingan untuk seluruh golongan kepentingannya hanya untuk bbrp golongan tertentu saja. sedangkan kebijakan yg diperlukan untuk seluruh golongan tidak segera dilaksanakan/di diskusikan contohnya saja ruu peramp;negatif;
@ekokuntadhi1 Persetan dengan RUU perampasan Aset Koruptor https://t.co/7JeXvfiajr;negatif;
Sahkan dulu RUU Perampasan Aset! Nanti aspek birokrasi dan ketidakpastian hukum akan rapih gak ada yg berani korupsi dan gak ada yg pungli di level birokrasi.;positif;
@tekarok007 Memang belum 'MERDEKA' bangsa ini ya ... mangkanya saya suka dgn Jokowi.. karena fenomena jejaknya yg bukan ketua sebuah Partai ... Sayang RUU Perampasan Aset belum berhasil .. https://t.co/WQU6pzcMjq;negatif;
Tujuan utama mereka adalah: 1. Loloskan UU TNI 2. Loloskan UU Polri 3. Jegal RUU Perampasan Aset;negatif;
@ellen_js93940 @erickthohir Ekspresi kekesalan publik thd jalannya pemerintahan saat ini Korupsi meralela di BUMN Ratusan T gak jelas kemana PHK dimana-mana Motor telat pajak 2 tahun disita Rumah warisan gak ditinggali diambil alih negara RUU Perampasan A;negatif;
@Yusrilihza_Mhd Pak kapan RUU perampasan aset di sahkan?;negatif;
@Lailamazidah @hansssolo RUU Perampasan Aset Koruptor belum disahkan karena resistensi politik dan kurangnya prioritas DPR. Sejak 2008 RUU ini terhambat masuk Prolegnas ditentang oleh pejabat yang takut dampaknya. Kompleksitas birokrasi dan hukum juga jad;negatif;
@petanigabut Ayo gass RUU perampasan aset jadi UU...;positif;
@BennyHarmanID Hayu gas RUU perampasan aset bagi koruptor.;positif;
@Simemaki Klo emang itu mahasiwa goblox kenapa gak dwmo menekan DPR untuk sahkan RUU perampasan aset @democrazymedia;positif;
@hansssolo Hai @grok kenapa RUU Perampasan aset koruptor tidak segera disahkan oleh pemerintah Indonesia?;negatif;
@pasargratisbgr Mending kalian fokus dah ke RUU PERAMPASAN ASET ini lebih mendesak dan segera. Demo secara besar2an dan terus menerus. Fokus RUU PA saja kalian sudah berada dijalan yg tepat. Rakyat pasti mendukung sepenuh hati.;positif;
@tham878 Harusnya Indonesia jadi negara superpower adikuasa baik di industri militer ataupun ekonomi jika benar apa yg dikatakan beliau ini. para pejabat selalu bermain2 dalam mengelola negara bercanda mulu. Segara sahkan RUU perampasan aset.;positif;
@DoankWarto Kualitas pejabatnya rendah ya begini ini mending RUU perampasan aset koruptor yg dikebut bkn malah meras rakyat pejabat minim kualitas ya begini ini;negatif;
@hansssolo Perampasan aset koruptor lbh penting!!!!pemerintah tdk berani mensahkan RUU perampasan aset sama dengan mendukung korupsi!!!!;positif;
@tham878 @MARIAM_Mendezz Prabowo dan partainya aja ga berani kok bahas ruu perampasan aset wkwkwk;negatif;
@prabowo Pak @prabowo Sebaiknya segera berikan pembuktian komitmen cegah&amp;;
@prabowo Buat apa bangun penjara lagi Pak? Yang perlu di jalankan itu mendorong supaya RUU Perampasan Aset Koruptor di bahas di sahkan nantinya bakal berkurang korupsi di Indonesia. Noh Nusakambangan masih muat buat para Koruptor. Oh iya klu bangun kan pa;negatif;
@barengwarga Berat banget rasanya lawan orang-orang yang kritik demonstrasi mahasiswa. Sering banget tanya RUU Perampasan Aset padahal hal itu sudah diperjuangkan dari dulu. Kayak kenapa sih kalau mahasiswa demo itu dinyinyirin? Yaa alhamdulilah ada orang;positif;
@virdianaurellio Ayo demo sahkan RUU perampasan aset koruptor;positif;
@Boediantar4 Jokowi salahnya apa kenapa gx pada teriak UU Perampasan aset sgr disyahkan RUU TNI jgn² gx pada faham ;negatif;
@H4T14K4LN4L42 @DPR_RI @puanmaharani_ri @PDI_Perjuangan @prabowo Sudah baca RUU TNI kenapa yang jelas² spt UU Perampasan aset kok gx diperjuangkan para pendemo yg mengatasnamakan RAKYAT;negatif;
Temen gue yg 02 Voters alihin aksi uu TNI sama RUU Polri ke UU perampasan aset + kuhap mulu. asal lu tau aja ya anyinggg!!! itu kalo UU TNI sama UU Polri jalan secara optimal di indo keburu mati duluan orang yang mau aksi perampasan aset sama kuhap;negatif;
Coba ada RUU perampasan aset yahh...;positif;
@birokayumanis sudah saatnya setiap perwakilan mendemo gedung parlemen agar secepatnya mencabut UU TNI dan RUU POLRI. begitu juga dgn perampasan aset harus secepatnya di sahkan.;positif;
@NarasiNewsroom Beritakan video kekerasan aparat medis digeledah kak. RUU Polri RUU KUHAP dan UU Perampasan Aset yang ga pernah dibahas di DPR ;;
@cocoooamerica bahkan setelah kejadian pertamax oplosan RUU perampasan aset (untuk menindak korupsi) belum disahkan malah RUU TNI langsung disahkan;negatif;
Hal yang paling mudah untuk dilakukan aja Pemerintah dan DPR aja gak mau lakukan tentang pengesyahan RUU Perampasan Aset. Gimana mau lakukan penangkapan koruptor...??? Yang bisa hanya menangkap mahasiswa yang menyampaikan aspirasi nya... Miris...;negatif;
@ChovaMelians26 Lah yg bikin RUU PERAMPASAN ASET ga keluar2 kan DPR wakil situ wkwkwkwkwkkw;negatif;
@__AnakKolong RUU perampasan aset koruptor 🇲🇨;;
@ARSIPAJA Gak perlu tim khusus (spt parcok sita kendaraan yg gak bayar pajak) laksanakan permintaan rakyat : cabut UU TNI RUU POLRI &amp;;
Aduuuh Bapak.. boncos pak Gerakin RUU Perampasan Aset aja udah;positif;
@e100ss Omon2.. program makan gratis disunat. bbm dioplos. tak satu pun koruptor elit dihukum mati.. sahkan RUU PERAMPASAN ASET gak punya nyali.. pindah IKN takut. mundur aja.. klo naikin pajak aja gercep.. giliran penyelesaian kasus pelanggaran ham berar;negatif;
Kalian minta ke Ketua komisi XIII dari Nasdem dan wakil dari PDIP. Partai pendukung Capres gagal kalian. Utk usulkan RUU perampasan aset. Jika mereka sudah ajukan baru minta ke partai pendukung Presiden Prabowo utk dukung usulan mrk. https://t.co/ZAMWY3iT56;negatif;
KESIMPULAN : Informasi mengenai RUU Perampasan Aset Disahkan Maret 2025 itu tidak benar (Misleading Content) RUJUKAN : https://t.co/u4WQcqzhIN;;
RUU Perampasan Aset baru masuk Program Legislasi Nasional (Prolegnas Prioritas Dewan Perwakilan Rakyat (DPR RI) pada tahun 2023. Namun hingga sekarang belum dibahas dan disahkan. RUU tersebut tidak ada kaitannya dengan aturan penyitaan kendaraan bermotor oleh kepolisian.;negatif;
pemerintah menerapkan aturan bagi kendaraan bermotor yang tidak membayar pajak selama dua tahun maka kendaraan tersebut akan disita CEK FAKTA : Faktanya dikutip dari https://t.co/spFJ5ndwti narasi mengenai pengesahan RUU Perampasan Aset pada Maret 2025 merupakan kabar hoaks.;;
[HOAKS] RUU PERAMPASAN ASET DISAHKAN MARET 2025 Beredar sebuah video di media sosial Facebook berisi narasi yang mengeklaim Rancangan Undang-undang (RUU) Perampasan Aset Tindak Pidana telah disahkan pada Maret 2025. Disebutkan juga bahwa imbas dari disahkannya RUU tersebut https://t.co/JE0Q00iUWR;;
Gagasan sang Penguasa itu seperti orang dagang yang di kejar keuntungan. Tapi kalau gagasan pemimpin pasti akan berupaya pencegahan supaya uang negara tidak di KORUPSI. Anda org no 1 di RI @prabowo durong bahas dan sahkan RUU Perampasan Aset Koruptor itu lebih utama. https://t.co/N9PiojG2Xv;positif;
@supernavvv @MulyadiNurung @folkshittmedia Ujung ujungnya juga bakalan sama aja tuntutan nya RUU perampasan aset dibiarin kaga disah sahkan korupsi makin merajalela terus lanjut lagi turunkan Prabowo adili Jokowi naikin Anis atau Ganjar udah gitu aja inti;negatif;
@KompasTV NGAPAIN SIH BUANG2 ANGGARAN UTK BANGUN PENJARA BEGINIAN EMANG SIAPA YG NGAWASI KENAPA GAK RUU PERAMPASAN ASET KORUPTOR AJA YG DISAHKAN KORUPTOR ITU LEBIH TAKUT MISKIN DARIPADA DIPENJARA. KALAU EMANG SERIUS BRANTAS KORUPSI BUAT AJA UU HUKUMAN MAT;positif;
@Penyuka_ombak Makanya RUU perampasan aset ketok palu. Itu korupsi kuadriliun an kalo masuk jadi pajak kelar dah. #TaxTheRich;positif;
@Nasrurrohim_ RUU Perampasan Aset tertunda karena kompleksitas hukum dan isu HAM butuh kajian mendalam. RUU TNI diprioritaskan untuk keamanan nasional modernisasi militer dan ancaman siber dianggap mendesak untuk keselamatan rakyat. Meski anti-korupsi pen;negatif;
@AndiPitopang7 Sudah tak sumbang lewat pajak pajak motor bea cukai rokok tak bantu doa juga.selebihnya ya usaha lah jangan tergantung sama rakyat Kekayaan Alam begitu melimpah masih saja ngeluh kebanyakan yg korupsi. Makanya sahkan RUU perampasan Aset Mon;positif;
 RUU Perampasan Aset mana? mereka tau ga sih.... klo bahkan RUU itu aja ga masuk top priority Prolegnas 2025. pake segala bilang demo ini dipesan disini klo ada pihak yg dipesan itu bukan mahasiswa tapi anggota @DPR_RI @DPR_RI yg kayaknya takut banget buat bahas RUU itu. https://t.co/mn6z1JRgLg;negatif;
@Sophyxyz @t4nmalaka @JJRizal @DPR_RI @DPRD kok marah² sama mahasiswa kenapa RUU Perampasan Aset ga disahkan² pdhl dari @DPR_RI nya kok yg ga mau membahas itu. klo lu mau throwing word dipesan harusnya lu tanya anggota @DPRD mereka dipesan siapa sampe s;negatif;
@LambeResing Secepat @DPR_RI mengesahkan UU TN* dibanding RUU perampasan aset koruptor;negatif;
@pena_kantor @Opposisi6890 klo punya jabatan bisa gak mempengaruhi pembuatan aturan ? tau kan koruptor ? RUU perampasan aset aja gak kelar2 tau kan kenapa?;negatif;
@Sophyxyz @t4nmalaka @JJRizal demo ini pesanan atas pesanan siapa? ketika bahkan @DPR_RI tidak menjadikan RUU Perampasan Aset sebagai top priority di prolegnas 2025. kalo dari @DPRD nya aja ga mau memperioritaskan terus lu nyalahin mahasiswa kenapa ga dis;negatif;
@Sophyxyz @t4nmalaka @JJRizal kok sotoy banget ya bilang RUU Perampasan Aset ga masuk tuntutan aksi? sebelum RUU TNI disahkan kita udh demo bawa 13 tuntutan lainnya tapi apakah didengarkan? TIDAK. sampe akhirnya RUU TNI disahkan ya urgensinya saat ini ya ;negatif;
@afrochill___ @idextratime trus mbok ngapurani mas? tindakan tegas malah nggawe efek jera ra wani bertindak buruk dan ra enek sing wong melu-meku. contone ruu perampasan aset.;positif;
@ARSIPAJA Lagian ini niatny mau ngelola duit zakat kh ? Makasih deh pak. Nggak dulu. Oh iyaaaa....kl RUU Perampasan Aset disahkan trus duit2 koruptor itu disita lumayan jga itu pak buat pemasukan negara. Bisa itu buat mengentaskan kemiskinan ekstrim .;positif;
RUU TNI disahkan ugal ugalan sedangkan perampasan aset gada kabar bener bener #CabutUUTNI #TolakUUTNI #TolakRevisiUUTNI #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan;negatif;
@Rien_ajah @jackjackparrr Bahas RUU PERAMPASAN ASET KORUPTOR ;positif;
@tias_siswanti @dsuperboy RUU Perampasan Aset tu kalau gak salah isinya ada kayak seluruh harta atau aset koruptor disita oleh negara gitu kan ya? Mana mau para manusia2 serakah itu mengesahkan RUU yang bikin rugi mereka dimasa depan ;negatif;
@Nasrurrohim_ RUU Perampasan Aset di Indonesia belum diputuskan karena kompleksitasnya dan butuh kajian mendalam agar sesuai sistem hukum. Konsep penyitaan aset tanpa putusan pengadilan yang baru memicu resistensi politik dan kurangnya konsensus di DPR. M;negatif;
Hai @grok di Indonesia menurut anda ruu perampasan aset kenapa tidak diputuskan?;positif;
Mau banget Gaskeuunn selama RUU perampasan aset masih wacana;negatif;
@keps_ky @idlelicates Bener ini pun yg disampaikan prabowo terkait RUU PERAMPASAN ASET. KASIHAN KELUARGA DAN ANAK CUCUNYA;;
Bener ini pun yg disampaikan Prabowo terkait RUU PERAMPASAN ASET. KASIHAN KELUARGA DAN ANAK CUCUNYA;;
@DianSandiU @k_tuaethnic Partai lain juga banyak pernah lakukan. Terlalu katak dalam tempurung aja loe. Blm liat langit ngaku tempurung itu langit. Paling juga semua org disuru milih bocil nanti. Ngomong doank besar kayak mau RUU perampasan aset pas ikut ;negatif;
RUU Perampasan Aset disahkan Koruptor dimiskinkan Korupsi tidak bisa dihilangkan Ash .;positif;
Perampok bangsat. Jadi nanti ASN yang pensiun gak dapet apa² karena para bangsat ini? Negara masih saja enggan untuk menggolkan RUU Perampasan Aset Koruptor. Kenapa? https://t.co/bQSvYDrEQt;negatif;
DPR dan pemerintah sama sekali nggak ada niatan untuk membahas RUU Perampasan Aset Koruptor? Kok yang tidak mendesak malah masuk Prolegnas?;negatif;
Apakah Anda setuju apabila RUU Perampasan Aset segera disahkan??? YOK OK GASSS !!! #RUU https://t.co/vcRFLTCeYq;positif;
@BennyHarmanID OMON2 SOAL RAKYAT KECIL KAPAN TUH PAK RUU PERAMPASAN ASET KORUPTOR DISAHKAN DPR KATANYA MAU BRANTAS KORUPSI SAMPE TUNTAS. HASIL RAMPASAN ASET ITU BISA DIMANFAATKAN BUAT RAKYAT KECIL LHO PAK.;positif;
@BennyHarmanID Jika gajah sm gajah bersekongkol justru lebih parah... Contohnya menunda nunda ruu perampasan aset untuk memberi efek jera koruptor... Padahal semua tau korupsi semakin menggila.;negatif;
Yang dibutuhkan rakyat: 1. Pemberantasan Mafia Tanah 2. Pemberantasan Ormas Preman 3. UU Perampasan Aset Koruptor. Yang dikasih pemerintah: RUU KEJAKSAAN. Aspirasi rakyat ditunda-tunda bahkan dihapus dari Prolegnas (RUU Perampasan Aset Koruptor). Aspirasi elit politik malah https://t.co/PNIi0EIbkI;negatif;
@DS_yantie @puanmaharani_ri @prabowo Males lah RUU Perampasan Aset juga dijegal dia alias PDIP;negatif;
May Day 2025 bakal jadi ajang unjuk suara para buruh se-Indonesia dengan enam tuntutan utama mulai dari penghapusan outsourcing pembentukan Satgas PHK upah layak revisi UU Ketenagakerjaan pengesahan RUU PPRT sampai pemberantasan korupsi lewat RUU Perampasan Aset. Ketua https://t.co/qwgpWnFNwf;positif;
@ARSIPAJA SAHKAN RUU PERAMPASAN ASET DAN HUKUMAN MATI KORUPTOR... DAN WAJIB BERLAKU SURUT;positif;
Penjahat seperti Zarof layak dimiskinkan asetnya disita oleh negara. Tapi kapan RUU Perampasan Aset dibahas? @DPR_RI;negatif;
@AdindaZahrany07 Komentar ku masih tetap sahkan RUU perampasan aset koruptor;positif;
@kompascom Apakabar RUU Perampasan aset koruptor? @DPR_RI @FPKSDPRRI @PDI_Perjuangan @NasDem @PartaiGolkar @DPP_PKB @cakimiNOW rakyat menilai bahwa @DPR_RI tidak ada niat baik untuk membahasnya krn bisa menjadi senjata makan tuan kan???;negatif;
@kompascom RUU Perampasan Aset bahas dong... @prabowo @Gerindra @bang_dasco @DPR_RI;positif;
RUU Perampasan Aset bahas dong... @prabowo @Gerindra @bang_dasco @DPR_RI;positif;
@Bambangmulyonoo Roy surya itu mantan menterinya pak SBY. Mengapa hanya jkw krn jkw merugikan banyak pihak yg sdh mapan selama ini. Contoh pembubaran hti fpi. Penangkapan banyak koruptor. Pengajuan ruu perampasan aset. Pemindahan ibu kota negara ( ikn) me;positif;
@ferrykoto @SBYudhoyono @jokowi @prabowo @Gerindra Betul Pak @ferrykoto.. Saya juga heran knp sih Pak @prabowo dan fraksi @Gerindra nggak berani inisiasi RUU Perampasan Aset? Apa yg menghalangi? Kalian bukan bagian dari koruptor yg takut asetnya dirampas ;negatif;
@Ndrewstjan Pemerintah sama Oposisi sama-sama rusak semua . Gak percaya aku kalo RUU perampasan aset bakal disahkan siapapun yg jadi penguasa. Kalopun disahkan paling cuma dipake buat ngabisin lawan politik .;negatif;
Presiden bukan manusia setengah dewa yang mempunyai kuasa tanpa melalui mekanisme UU dan demokrasi yang berlaku. Jika memaksakan RUU perampasan aset atau membuat perppu Problem utama adalah sistem yang sudah mengakar selama puluhan tahun yang sedang diurai satu persatu perlu https://t.co/zoDCQ3Qc0v;negatif;
Kalau kritis kenapa tidak desak pemerintah dan DPR sahkan RUU Perampasan Aset ? Kalian bukan kritis tapi sebarkan fitnah yang dibungkus kritis https://t.co/YpInpNsBoU;;
@Ayam_Ditepungin @PutriKayan16645 Waduh maaf om kita udh nikmatin jln tol masuk dr cawang kluar probolinggo dr jkt ke bdg 45menit smua² yg dimiliki asing dikembaliin ke negara bendungan² yg dpt mengairi bnyk desa &amp;;
@Fahrihamzah lol approval rating tinggi tapi ndak mengesahkan ruu perampasan aset terus buat apa fahri fahri wkwkwkwk;negatif;
@PartaiSocmed lol approval rating tinggi tapi ndak mengesahkan ruu perampasan aset ya buat apa tum tum wkwkwkwk pemerintahan ndak mikir yang terbaik buat negara mau kamu puji2 setinggi langit juga buat saya ndak ada gunanya wkwkwkwk;negatif;
@EkoPurwanto001 Mari tebak2an. Kira2 era presiden ke brp RUU Perampasan Aset bakal disetujui? ;negatif;
@arwidodo Pengalihan isu RUU perampasan aset;negatif;
@unmagnetism Ngopi bahas yang ringan2. Misal kpn RUU Perampasan Aset dibatalkan ganti RUU yg laen.;negatif;
@ARSIPAJA Dah bener RUU Perampasan Aset malah gajadi² dan tau lah knpa lama;negatif;
@EkoPurwanto001 Dok tuh RUU perampasan aset koruptor;negatif;
@item_jangkrik Bagaimana bisa diberantas wong RUU perampasan aset koruptor aja tidak di dok;negatif;
@wartawanjkt @ferrykoto @prabowo Secara teori Presiden Prabowo bisa mengeluarkan Perppu untuk RUU Perampasan Aset karena dukungannya terhadap anti-korupsi dan kekuatan politiknya yang besar ditambah lambannya pembahasan RUU tersebut. Namun hingga 25 April;negatif;
@zarryhendrik Aproval tinggi tp mensahkan RUU perampasan aset aja ga berani... Kontol dah.. cuma omon2 Taek...;negatif;
@ferrykoto @prabowo Tunggu habis masa pemerintahannya. Sekarang saja beliau membiarkan kelompoknya pesta pora(seperti tulisan pa @ferrykoto sebelumnya). Mustahil akan ada RUU Perampasan Aset di era Presiden @prabowo.;negatif;
Mungkin ada yg blm tahu RUU Perampasan Aset adalah inisiatif Pemerintah dirancang era @SBYudhoyono diharmonisasi era @jokowi &amp;;
Video anggota DPR ricuh karena penolakan RUU Perampasan Aset? Ini video keributan saat pemilihan pimpinan dewan pada 2014. https://t.co/tCaWEZSbKW;negatif;
@Dyananjani89 @ferrykoto @prabowo Para pendukung Prabowo dan Jokowi gampang banget dikibulin olah RUU perampasan aset.;negatif;
@dawiguna @ferrykoto @prabowo Presiden yg juga ketua partai adlh pengendali anggota DPR dr partainya. Dmkn pula menteri2 Prabowo yg juga ketua partai. Andai Prabowo serius dgn RUU perampasan aset dia dan menteri2nya sbg ketua partai bisa memerintahkan ang;negatif;
4NJ1NG - 4NJ1NG BODOH PENGGUGAT YG DI BAYAR PDIP KALAU MEMANG INGIN BERMAIN JUJUR GUGAT DPR YG KETUANYA ANAK PENTOLAN PDIP KENAPA TAK SETUJUI RUU PERAMPASAN ASET? APA KARENA PDIP YG BERKASUS DAN YG MEMBAYAR MEREKA? @PDI_Perjuangan https://t.co/cM6lizN5Kz;negatif;
@tempodotco RUU ini akan bernasib sama dengan RUU perampasan aset !;;
@OposisiCerdas UANG YG DIKORUP KAGAK DIKEMBALIKAN KE RAKYAT. RUU PERAMPASAN ASET KORUPTOR KAGAK DISAHKAN JUGA MALAH RAKYAT YG DISURUH BERKORBAN LAGI. UDAH DIPERAS DIPENCET LAGI SAMPE PENYET ;negatif;
RUU Statistik masuk Prolegnas 2025 Giliran RUU Perampasan Aset begitu sangat dibutuhkan tidak masuk Prolegnas di 2025 @DPR_RI Sontoloyo‼️;negatif;
Masih terus digarap RUU Kejaksaannya gaes dugaan bakal segera disahkan pun semakin menguat. Padahal rakyat lebih banyak setuju RUU Perampasan Aset yang disahkan. #TolakRUUKejaksaan ---- Morningg Omon mari bersama ajak teman Jatinangor tolongin Lulusan SMA pak muh https://t.co/p0daAZcKdN;negatif;
Kepada Yth: Bapak Presiden @prabowo dengan banyaknya kasus KORUPSI yang terjadi dari kasus timah Pertamina Hakim d suap masih banyak yang lain. Saya mendorong Bapak sebagai Ketua Partai @Gerindra dan Presiden mendorong @DPR_RI segera MENGESAHKAN RUU PERAMPASAN ASET KORUPTOR https://t.co/7hoWccglLz;positif;
@txtdrimedia Semangat kerjanya ya miskin. Tentunya jika pajak naik pelayanan PASTI naik. Harusnya. Malas bayar pajak. Tak ada perubahan berarti. Pelayanan tak selaras dengan pajak mahal yang kita bayar. Bobrok dan KKN masif di berbagai lini. #PERCUMA_BAYA;;
@mkoen13 @kompascom Habislah. Kan ada RUU perampasan aset nanti. Kita lihat kalau miskin apakah istri2 putri indonesia masih setia atau ngga;positif;
 Diskusi Publik di Polinela Soroti Mandeknya RUU Perampasan Aset Selengkapnya baca di: https://t.co/6XVAYwsCiy Reporter: Dliyaul Haq Subadra Ahmad Muhajir #salampers #persmahasiswa #perssukmapolinela #sukma2025 https://t.co/8xr4QTKbLh;;
sudah saatnya RUU Perampasan Aset disahkan. kebayang dong udah sebanyak apa uang rakyat yg dikorupsi? wkwk tahun 2024 aja udah menyentuh 984T gimana kalo dihitung dari kurun sebelum itu? jangan naikin pajak ke rakyat aja lu getol giliran sama koruptor melempem @ pemerintah;positif;
fakk asbunan w hampir sama kek pemikiran prabowo emmg paling bener perampasam aset. @prabowo kalo ruu perampasan aset sulit dibahas dpr jadikan perpu aj pak semoga buna sehat selalu;positif;
Win win solution. Ruu perampasan aset disahkan terus duitnya buat anggaran makan bergizi gratis jadi uang rakyat kembali ke rakyat. Dana Apbn untuk Pendidikan dan kesehatan jadi prioritas utama.;positif;
Sudah terpampang seperti ini saja pemerintah tidak juga serious melakukan pemberantasan korupsi dengan mandeknya RUU Perampasan Aset Koruptor. Dan dengan uang segitu banyak jika minim tindak kejahatan bukan tidak mungkin Indonesia sejahtera dan di pandang dunia. Kemana arah https://t.co/jJbePCdJhP;negatif;
